type,word,length
spam,review and keep fantastic nokia ngage game deck with club nokia go wwwcnupdatescomnewsletter unsubscribe from alerts reply with word out,136
spam,orange customer you may now claim your free camera phone upgrade for your loyalty call now on offer ends thmarch tcs apply optout availa,136
spam,hi its lucy hubby at meetins all day fri i will b alone at hotel u fancy cumin over pls leave msg day lucy x callsminmobsmorelkpoboxhpfl,136
spam,great new offer double mins double txt on best orange tariffs and get latest camera phones free call mobileupd free on now or stoptxt tc,136
spam,xmas new years eve tickets are now on sale from club during day from am till pm and on thurs fri sat night this week theyre selling fast,136
spam,you wont believe it but its true its incredible txts reply g now learn truly amazing things that will blow your mind from ofwd only ptxt,136
spam,want funk up ur fone with weekly new tone reply tonesu this text wwwringtonescouk original n best tones gbp network operator rates appli,136
spam,had your mobile mths update for free oranges latest colour camera mobiles unlimited weekend calls call mobile upd on freefone or stoptxt,136
spam,hi if ur lookin saucy daytime fun wiv busty married woman am free all next week chat now sort time janinexx callsminmobsmorelkpoboxhpfl,135
spam,todays vodafone numbers ending with my last four digits are selected received award if your number matches please call claim your award,135
spam,freemsg hey u i just got of these videopic fones reply wild this txt ill send u my pics hurry up im so bored at work xxx prcvd stopstop,135
spam,sexy singles are waiting for you text your age followed by your gender as wither m or f egf for gay men text your age followed by g egg,135
spam,had your mobile mths update for free oranges latest colour camera mobiles unlimited weekend calls call mobile upd on freefone or stoptx,135
spam,someone has contacted our dating service and entered your phone becausethey fancy you find out who it is call from landline pobox wrg p,135
spam,babe u want me dont u baby im nasty and have thing filthyguys fancy rude time with sexy bitch how about we go slo n hard txt xxx slomsg,135
spam,important information orange user today is your lucky dayfind out why log onto httpwwwurawinnercom theres fantastic surprise awaiting y,135
spam,cashbincouk get lots of cash this weekend wwwcashbincouk dear welcome weekend we have got our biggest and best ever cash give away thes,135
spam,get your garden ready for summer with free selection of summer bulbs and seeds worth only with scotsman this saturday stop go notxtcouk,135
spam,someone has contacted our dating service and entered your phone because they fancy you find out who it is call from landline poboxntfp,134
spam,we tried contact you re our offer of new video phone anytime any network mins half price rental camcorder call or reply for delivery w,134
spam,congratulations ur awarded either yrs supply of cds from virgin records or mystery gift guaranteed call tscs wwwsmsconet pm approx min,134
spam,summers finally here fancy chat or flirt with sexy singles yr area get matched up just reply summer now free join optout txt stop help,134
spam,hello from orange for months free access games news and sport plus free texts and photo messages reply yes terms apply wwworangecoukow,134
spam,someone has conacted our dating service and entered your phone because they fancy youto find out who it is call from landline poboxntf,134
spam,double your mins txts on orange or price linerental motorola and sonyericsson with btooth freenokia free call mobileupd on oroptouthvd,134
spam,your next amazing xxx picsfree video will be sent you enjoy if one vid is not enough for day text back keyword picsfree get next video,134
spam,free msgwe billed your mobile number by mistake from shortcode please call have charges refundedthis call will be free from bt landlin,134
spam,not heard from u while call me now am here all night with just my knickers on make me beg for it like u did last time xx luv nikiyunet,134
spam,please call amanda with regard renewing or upgrading your current tmobile handset free of charge offer ends today tel subject ts and c,134
spam,free game get rayman golf free from o games arcade st get ur games settings reply post then save activ press key for arcade termsappli,134
spam,get lions england tone reply lionm mono or lionp poly more go wwwringtonescouk original n best tones gbp network operator rates appli,133
spam,buy space invaders chance win orig arcade game console press for games arcade std wap charge see ocoukgames terms settings no purchas,133
spam,guess who am ithis is first time i created web page wwwasjesuscom read all i wrote im waiting for your opinions i want be your friend,133
spam,sorry u can not unsubscribe yet mob offer package has min term of weeks pls resubmit request after expiry reply themob help more info,133
spam,thanks for your ringtone order reference number x your mobile will be charged should your tone not arrive please call customer servic,133
spam,freeringtone reply real or poly eg real pushbutton dontcha babygoodbye golddigger webeburnin st tone free and more when u join for wk,133
spam,freemsg our records indicate you may be entitled pounds for accident you had claim for free reply with yes this msg opt out text stop,133
spam,reminder from o get pounds free call credit and details of great offers pls reply this text with your valid name house no and postcod,133
spam,tmobile customer you may now claim your free camera phone upgrade pay go sim card for your loyalty call on offer ends thfebtcs appli,132
spam,thanks for your ringtone order ref number k your mobile will be charged should your tone not arrive please call customer services on,132
spam,thanks for your ringtone order ref number r your mobile will be charged should your tone not arrive please call customer services on,132
spam,married local women looking for discreet action now real matches instantly your phone text match msg cost p stop txt stop bcmsfwcnxx,132
spam,pdatenow double mins and txts on orange tariffs latest motorola sonyericsson nokia bluetooth free call mobileupd on or calloptoutyhl,132
spam,do you want new video phone anytime any network mins inclusive video calls and downloads per week free deltomorrow call or reply now,132
spam,am new club dont fink we met yet will b gr c u please leave msg day wiv ur area reply promised carlie x callsminmobsmore lkpoboxhpfl,132
spam,thanks for your ringtone order reference number xyour mobile will be charged should your tone not arrive please call customer servic,132
spam,rodger burns msg we tried call you re your reply our sms for free nokia mobile free camcorder please call now for delivery tomorrow,131
spam,want get laid tonight want real dogging locations sent direct ur mob join uks largest dogging network bt txting gravel nt eca pmsgp,131
spam,mths half price orange line rental latest camera phones free had your phone mths call mobilesdirect free on update now orstoptxt tc,131
spam,do you want anytime any network mins text and new video phone for only five pounds per week call now or reply for delivery tomorrow,131
spam,enjoy jamster videosound gold club with your credits for new videosounds logosmusicnews get more fun from jamstercouk only help cal,131
spam,wan na get laid nite want real dogging locations sent direct ur mobile join uks largest dogging network txt park now nyt eca lp msg,131
spam,gr poly tones all mobs direct u rply with poly title eg poly breathe titles crazyin sleepingwith finest ymca getzedcouk poboxowwq p,131
spam,lookatme thanks for your purchase of video clip from lookatme youve been charged p think you can do better why not send video mmsto,131
spam,updatenow xmas offer latest motorola sonyericsson nokia free bluetooth double mins txt on orange call mobileupd on or calloptoutfq,130
spam,want get laid tonight want real dogging locations sent direct ur mob join uks largest dogging network by txting moan nyt eca pmsgp,130
spam,urgent please call from your landline your complimentary lux costa del sol holiday or cash await collection ppm sae tcs james ehrr,130
spam,do you ever notice that when youre driving anyone going slower than you is an idiot and everyone driving faster than you is maniac,130
spam,free unlimited hardcore porn direct your mobile txt porn get free access for hrs then chrgdp per day txt stop exit this msg is fre,130
spam,we tried contact you re your reply our offer of video handset anytime any networks mins unlimited text camcorder reply or call now,130
spam,we tried contact you re your reply our offer of video phone anytime any network mins half price line rental camcorder reply or cal,130
spam,your weekly coolmob tones are ready download this weeks new tones include crazy frogaxel f akonlonely black eyeddont p more info n,130
spam,someonone you know is trying contact you via our dating service find out who it could be call from your mobile or landline boxskch,130
spam,freemsg why havent you replied my text im randy sexy female and live local luv hear from u netcollex ltd p per msg reply stop end,129
spam,sms auction you have won nokia i this is what you get when you win our free auction take part send nokia now hgsuitelands rowwjhl,129
spam,sms services for your inclusive text credits pls gotto wwwcomuknet login qxj unsubscribe with stop no extra charge help comukcm a,129
spam,freemsg fancy flirt reply date now join uks fastest growing mobile dating service msgs rcvd just p optout txt stop reply date now,129
spam,burger king wan na play footy at top stadium get burger king before st sept and go large or super with cocacola and walk out winn,129
spam,ur tonexs subscription has been renewed and you have been charged you can choose more polys this month wwwclubzedcouk billing msg,129
spam,sms services for your inclusive text credits pls goto wwwcomuknet login qxj unsubscribe with stop no extra charge help comuk cm a,129
spam,todays voda numbers ending with are selected receive reward if you have match please call quoting claim code standard rates appli,129
spam,dear voucher holder have your next meal on us use following link on your pc enjoy dining experiencehttpwwwvouchmecometlpdiningasp,129
spam,our records indicate u maybe entitled pounds compensation for accident you had claim free reply with claim this msg stop txt stop,129
spam,important message this is final contact attempt you have important messages waiting out our customer claims dept expires call now,129
spam,text meet someone sexy today u can find date or even flirt its up u join just p reply with name age eg sam msg recdthirtyeight p,128
spam,mths half price orange line rental latest camera phones free had your phone mths call mobilesdirect free on update now orstoptxt,128
spam,free for st week no nokia tone ur mobile every week just txt nokia get txting and tell ur mates wwwgetzedcouk pobox wwq normpton,128
spam,double mins double txt price linerental on latest orange bluetooth mobiles call mobileupd for very latest offers or calloptoutlf,128
spam,claire here am havin borin time am now alone u wan na cum over nite chat now hope c u luv claire xx callsminmoremobsemspoboxpowa,128
spam,free msg sorry service you ordered from could not be delivered as you do not have sufficient credit please top up receive servic,128
spam,back work morro half term over can u c me nite some sexy passion b i have go back chat now luv dena calls minmobsmorelkpoboxhpfl,128
spam,xmas prize draws we are trying contact u todays draw shows that you have won prize guaranteed call from land line valid hrs onli,128
spam,congrats mobile g videophones r yours call now videochat wid ur mates play java games dload polyph music noline rentl bx ip we p,128
spam,freemsg month unlimited free calls activate smartcall txt call no subscriptngbpwk unlimited calls help stoptxt stop landlineonli,128
spam,dear voucher holder claim your st class airport lounge passes when using your holiday voucher call when booking quote st class x,128
spam,gsoh good with spam ladiesu could b male gigolo join uks fastest growing mens club reply oncall mjzgroup stop reply stop msgrcvd,128
spam,cmon babe make me horny turn me on txt me your fantasy now babe im hot sticky and need you now all replies cost cancel send stop,128
spam,congrats mobile g videophones r yours call now videochat wid ur mates play java games dload polyh music noline rentl bx ip we pm,128
spam,santa calling would your little ones like call from santa xmas eve call book you time callsppm last mins s tc wwwsantacallingcom,128
spam,goal arsenal henry v liverpool henry scores with simple shot from yards from pass by bergkamp give arsenal goal margin after min,128
spam,hmv bonus special pounds of genuine hmv vouchers be won just answer easy questions play now send hmv more infowwwpercentrealcom,127
spam,double mins and txts months free bluetooth on orange available on sony nokia motorola phones call mobileupd on or calloptoutndx,127
spam,smsservices for yourinclusive text credits pls goto wwwcomuknet login qxj unsubscribe with stop no extra charge help comuk cm a,127
spam,do you want anytime any network mins text and new video phone for only five pounds per week call or reply for delivery tomorrow,127
spam,hello we need some posh birds and chaps user trial prods for champneys can i put you down i need your address and dob asap ta r,127
spam,panasonic bluetoothhdset free nokia free motorola free doublemins doubletxt on orange contract call mobileupd on or call optout,127
spam,guess what somebody you know secretly fancies you wan na find out who it is give us call on from landline dateboxessexcmxn pmin,127
spam,u can win of music gift vouchers every week starting now txt word draw tscs wwwidewcom skillgame winaweek age ppermesssubscript,127
spam,tone club your subs has now expired resub reply monoc monos or polyc polys weekly p per week txt stop stop this msg free stream,127
spam,free for st week no nokia tone ur mob every week just txt nokia get txting and tell ur mates wwwgetzedcouk pobox w wq norm pton,127
spam,xmas offer latest motorola sonyericsson nokia free bluetooth or dvd double mins txt on orange call mobileupd on or calloptoutqf,127
